,city,created_at_format,total_debt_total
2028,Санкт-Петербург,2022-03-15,20796.39
2029,Тольятти,2022-03-15,13486.8
2030,Москва,2022-03-16,22806.0
2031,Самара,2022-03-16,1353.6
2032,Санкт-Петербург,2022-03-16,8815.2
2033,Тольятти,2022-03-16,11332.61
2034,Москва,2022-03-17,19730.0
2035,Самара,2022-03-17,4060.8
2036,Санкт-Петербург,2022-03-17,4754.4
2037,Тольятти,2022-03-17,10714.4
2038,Москва,2022-03-18,21700.0
2039,Самара,2022-03-18,8121.6
2040,Санкт-Петербург,2022-03-18,9206.4
2041,Тольятти,2022-03-18,10483.2
2042,Москва,2022-03-19,41799.6
2043,Самара,2022-03-19,5414.4
2044,Санкт-Петербург,2022-03-19,5710.8
2045,Тольятти,2022-03-19,13104.0
2046,Москва,2022-03-20,28859.6
2047,Самара,2022-03-20,2707.2
2048,Санкт-Петербург,2022-03-20,4754.4
2049,Тольятти,2022-03-20,9172.8
2050,Москва,2022-03-21,24500.0
2051,Самара,2022-03-21,4255.38
2052,Санкт-Петербург,2022-03-21,5490.0
2053,Тольятти,2022-03-21,11443.6
2054,Москва,2022-03-22,27150.0
2055,Самара,2022-03-22,2707.2
2056,Санкт-Петербург,2022-03-22,5490.0
2057,Тольятти,2022-03-22,5241.6
2058,Москва,2022-03-23,28306.4
2059,Самара,2022-03-23,2707.2
2060,Санкт-Петербург,2022-03-23,4950.0
2061,Тольятти,2022-03-23,7862.4
2062,Москва,2022-03-24,33653.4
2063,Самара,2022-03-24,4026.96
2064,Санкт-Петербург,2022-03-24,4179.66
2065,Тольятти,2022-03-24,7836.92
2066,Москва,2022-03-25,37790.0
2067,Санкт-Петербург,2022-03-25,8290.0
2068,Тольятти,2022-03-25,7862.4
2069,Москва,2022-03-26,39550.0
2070,Самара,2022-03-26,1353.6
2071,Санкт-Петербург,2022-03-26,11590.0
2072,Тольятти,2022-03-26,3462.4
2073,Москва,2022-03-27,18490.0
2074,Санкт-Петербург,2022-03-27,4450.0
2075,Тольятти,2022-03-27,4352.0
2076,Москва,2022-03-28,33250.0
2077,Самара,2022-03-28,1353.6
2078,Санкт-Петербург,2022-03-28,8290.0
2079,Тольятти,2022-03-28,7862.4
2080,Москва,2022-03-29,28306.4
2081,Самара,2022-03-29,1353.6
2082,Санкт-Петербург,2022-03-29,6640.0
2083,Тольятти,2022-03-29,6552.0
2084,Москва,2022-03-30,32918.25
2085,Самара,2022-03-30,2707.2
2086,Санкт-Петербург,2022-03-30,8290.0
2087,Тольятти,2022-03-30,7862.4
2088,Москва,2022-03-31,25270.0
2089,Санкт-Петербург,2022-03-31,2800.0
2090,Тольятти,2022-03-31,6552.0
2091,Москва,2022-04-01,17650.0
2092,Самара,2022-04-01,1353.6
2093,Санкт-Петербург,2022-04-01,6100.0
2094,Тольятти,2022-04-01,3931.2
2095,Москва,2022-04-02,12700.0
2096,Санкт-Петербург,2022-04-02,4450.0
2097,Тольятти,2022-04-02,2620.8
2098,Москва,2022-04-03,27050.0
2099,Самара,2022-04-03,2707.2
2100,Санкт-Петербург,2022-04-03,2800.0
2101,Тольятти,2022-04-03,3931.2
2102,Москва,2022-04-04,20340.0
2103,Самара,2022-04-04,1353.6
2104,Санкт-Петербург,2022-04-04,4450.0
2105,Тольятти,2022-04-04,2620.8
2106,Москва,2022-04-05,9170.0
2107,Самара,2022-04-05,2707.2
2108,Санкт-Петербург,2022-04-05,4450.0
2109,Тольятти,2022-04-05,2620.8
2110,Москва,2022-04-06,11590.0
2111,Самара,2022-04-06,2707.2
2112,Санкт-Петербург,2022-04-06,4450.0
2113,Тольятти,2022-04-06,2620.8
2114,Москва,2022-04-07,11050.0
2115,Самара,2022-04-07,2707.2
2116,Санкт-Петербург,2022-04-07,4990.0
2117,Тольятти,2022-04-07,2620.8
2118,Москва,2022-04-08,10440.0
2119,Санкт-Петербург,2022-04-08,8290.0
2120,Москва,2022-04-09,6600.0
2121,Самара,2022-04-09,4060.8
2122,Санкт-Петербург,2022-04-09,4990.0
2123,Тольятти,2022-04-09,1310.4
2124,Москва,2022-04-10,6180.0
2125,Самара,2022-04-10,2707.2
2126,Санкт-Петербург,2022-04-10,8290.0
2127,Москва,2022-04-11,8250.0
2128,Санкт-Петербург,2022-04-11,6640.0
2129,Тольятти,2022-04-11,1310.4
2130,Москва,2022-04-12,11130.0
2131,Санкт-Петербург,2022-04-12,4450.0
2132,Тольятти,2022-04-12,1310.4
2133,Москва,2022-04-13,9480.0
2134,Санкт-Петербург,2022-04-13,6100.0
2135,Москва,2022-04-14,6180.0
2136,Санкт-Петербург,2022-04-14,6100.0
2137,Москва,2022-04-15,7830.0
2138,Санкт-Петербург,2022-04-15,6100.0
2139,Москва,2022-04-16,1650.0
2140,Москва,2022-04-17,1650.0
2141,Москва,2022-04-18,3300.0
2142,Санкт-Петербург,2022-04-18,6100.0
2143,Москва,2022-04-19,6600.0
2144,Санкт-Петербург,2022-04-19,6100.0
2145,Москва,2022-04-20,3300.0
2146,Санкт-Петербург,2022-04-20,6100.0
2147,Москва,2022-04-21,3300.0
2148,Санкт-Петербург,2022-04-21,6100.0
2149,Москва,2022-04-22,5858.0
2150,Санкт-Петербург,2022-04-22,7750.0
2151,Санкт-Петербург,2022-04-23,4950.0
2152,Тольятти,2022-04-24,1628.9
